symbol,timeframe,status,cluster,n_signals,n_folds,rows,trials,best_ev,best_atr_sl_mult,best_atr_tp_mult,best_breakeven_atr,best_trail_activation_atr,best_trail_distance_atr,best_horizon,cost_bps,fee_bps,spread_bps,slippage_bps,best_risk_pct
XAG_USD,H1,ok,commodity,5996,35,11604,200,3.3189937122519373,2.197440038434576,7.6322523084180665,0.5479282740233417,3.2782132421200654,1.3725544449478309,25,9.5,0.13999999999999999,5.362183985995067,2.0,0.025597667497659654
XAG_USD,H4,ok,commodity,1628,34,3001,200,1758.3055462444865,1.8684200479150468,6.666897742053413,1.1003772610753586,3.9230014135776634,1.2971225908514004,35,9.5,0.13999999999999999,5.362183985995067,2.0,0.029346283417134175
XAG_USD,M15,ok,commodity,23873,34,46519,200,0.0023884643670183557,1.4065107736599691,7.130509401615425,1.0976369037090459,3.136022504506841,0.6449429378304286,33,9.5,0.13999999999999999,5.362183985995067,2.0,0.00529052404068883
XAG_USD,M30,ok,commodity,12078,25,23241,200,0.0009348083173499009,1.249080237694725,7.704285838459497,1.178392730173686,2.79597545259111,0.565231688752142,10,9.5,0.13999999999999999,5.362183985995067,2.0,0.0064520903042049865
XAU_AUD,H1,ok,commodity,6112,35,11604,200,0.2698028733636641,0.6401889160943495,7.982548548520044,1.3758046242451925,1.7950250596168216,0.3044105521033928,11,5.1,0.13999999999999999,0.9751875712335176,2.0,0.008466443193112646
XAU_AUD,H4,ok,commodity,1598,34,3001,200,1053.6272402178463,1.688081768464358,7.444027251734858,1.4290401883434518,3.691263156856366,0.8308558169625154,36,5.1,0.13999999999999999,0.9751875712335176,2.0,0.02868910703656447
XAU_AUD,M15,ok,commodity,23896,34,46523,200,0.001843822311419869,2.1701714318784764,7.210814689513649,1.1798065818017645,3.1826525874976754,0.30106385387522067,24,5.1,0.13999999999999999,0.9751875712335176,2.0,0.007896783134027596
XAU_AUD,M30,ok,commodity,12008,25,23241,200,0.0167741776681123,1.8096104410650364,7.539060131344603,1.3196916655516282,3.735061597778859,0.3269189136101198,13,5.1,0.13999999999999999,0.9751875712335176,2.0,0.00913097227063382
XAU_EUR,H1,ok,commodity,6128,35,11604,200,1.646040801661606,2.16375858564598,7.143360509838864,1.3844212074947266,3.7122080695103263,1.1322277009060024,34,5.7,0.13999999999999999,1.5961437167796138,2.0,0.0250418542206847
XAU_EUR,H4,ok,commodity,1636,34,3001,200,5313.766753547498,1.0038950676073062,5.453633811163676,0.6313902062493002,3.316021963177886,1.6965079326928052,35,5.7,0.13999999999999999,1.5961437167796138,2.0,0.029978084931793905
XAU_EUR,M15,ok,commodity,23834,34,46520,200,-0.08787293070663574,1.5273267141244171,6.236801911734378,1.4634445329454389,3.7968710257353613,0.3261251534577773,18,5.7,0.13999999999999999,1.5961437167796138,2.0,0.0053786059275689226
XAU_EUR,M30,ok,commodity,12085,25,23242,200,0.016208300278967264,1.6407150649820998,6.446551168002564,0.9528930792109783,3.770071640643674,0.5214651825667304,36,5.7,0.13999999999999999,1.5961437167796138,2.0,0.00662700138046794
XAU_USD,H1,ok,commodity,6161,35,11604,200,0.25172360877318606,0.5481920989748192,7.310146888498157,0.3274868646214133,1.2886556005931842,0.33067415947453094,29,4.9,0.13999999999999999,0.7966611047918627,2.0,0.00818472810549277
XAU_USD,H4,ok,commodity,1619,34,3001,200,3.5200413103971693,0.5953934119189045,2.920013291102693,0.30415569314111823,1.383972218108045,1.0375012491742568,21,4.9,0.13999999999999999,0.7966611047918627,2.0,0.02280311022150914
XAU_USD,M15,ok,commodity,23969,34,46523,200,0.006278662211964438,1.9018160144885932,7.5512272612764955,1.3813677043870607,3.6977624307268626,0.3650418671612477,31,4.9,0.13999999999999999,0.7966611047918627,2.0,0.006134875728511884
XAU_USD,M30,ok,commodity,12117,25,23241,200,0.02888539988398931,1.9829261220443801,6.555241137642859,1.3035314378938736,3.5497564296849204,0.7767533178194105,22,4.9,0.13999999999999999,0.7966611047918627,2.0,0.01669563716948004
XCU_USD,H1,ok,commodity,3130,16,6071,200,1.3903230912988893,1.7185217303537967,5.479574134969446,1.2300668948806088,1.3952419514863563,0.4843526650670961,32,12.5,0.13999999999999999,8.34999670394857,2.0,0.01857474091597948
XCU_USD,H4,ok,commodity,818,17,1625,200,17.044488803250214,0.5753364345684225,3.529632617312111,1.2280328933854294,3.5782547735033288,0.5142125683042249,33,12.5,0.13999999999999999,8.34999670394857,2.0,0.02663881478585256
XCU_USD,M15,ok,commodity,12603,16,24408,200,-0.05414283463824465,2.118282106027752,7.470419635652132,1.4383635295280677,1.7120223722063217,0.510116173973143,19,12.5,0.13999999999999999,8.34999670394857,2.0,0.006664460479902646
XCU_USD,M30,ok,commodity,6350,11,12182,200,0.4876086662105401,1.6878097674111139,7.058275006966024,1.499810626635302,1.782282003531,1.2355828621391138,36,12.5,0.13999999999999999,8.34999670394857,2.0,0.008771420087005493
XLMUSD,H1,ok,crypto,3379,18,6474,200,3.5332853129606656,1.5628417367151155,7.016729505310586,0.7420915625191966,3.43443376802072,2.398639797173686,46,25.6,6.5,3.100294527979816,8.0,0.018410430811452314
XLMUSD,H4,ok,crypto,819,16,1606,200,2.740872020597307,1.02222820039341,6.067615974920073,1.0601944828527667,3.6512348970600215,1.9369590437407134,13,25.6,6.5,3.100294527979816,8.0,0.028398498918452114
XLMUSD,M15,ok,crypto,13506,17,26026,200,0.0035217474984233737,2.5436341552202757,7.9663545560692635,1.8472122587428013,3.9229431190522868,1.4959565507077741,27,25.6,6.5,3.100294527979816,8.0,0.01316522652180768
XLMUSD,M30,ok,crypto,6756,12,12991,200,0.54583000974567,1.1163001528447132,9.84028137166505,0.4166940607313047,3.8342704384994013,2.2215792478539274,34,25.6,6.5,3.100294527979816,8.0,0.0055499915799741
