symbol,status,gpu,timeframe,best_ev,trials,rows,device_used,cluster,calmar_score,fee_bps,spread_bps,slippage_bps,best_num_boost_round,best_max_depth,best_gamma,best_subsample,best_colsample_bytree,best_reg_alpha,best_reg_lambda,best_min_child_weight,best_eta,best_colsample_bylevel,timeframe_run
XPT_USD,killed_negative_ev,0,M15,-0.002529489122404823,200,23796,cuda,commodity,-0.002529489122404823,0.13999999999999999,25.863201643074046,2.0,,,,,,,,,,,M15
XRPUSD,killed_negative_ev,0,M15,-0.00541607096219157,200,33482,cuda,crypto,-0.00541607096219157,6.5,40.947645510383644,8.0,,,,,,,,,,,M15
XTZUSD,killed_negative_ev,0,M15,-0.006159875811525804,200,13260,cuda,crypto,-0.006159875811525804,6.5,48.979591836734734,8.0,,,,,,,,,,,M15
ZM,killed_negative_ev,0,M15,-0.0012762057711450056,200,6546,cuda,equity,-0.0012762057711450056,0.4,15.862363492159778,2.5,,,,,,,,,,,M15
AAPL,ok,0,M30,0.0010946241145796962,600,3397,cuda,equity,0.0010946241145796962,0.4,4.245710867090478,2.5,1391,5,0.005397326322264656,0.44927687367235825,0.787935459998525,0.007606806118003839,0.0004612761059197242,0.3570838383136768,0.26020842864489796,0.9462603019302918,M30
AAVUSD,killed_negative_ev,0,M30,-0.0009030853942784133,150,6724,cuda,crypto,-0.0009030853942784133,6.5,0.6320113762041969,8.0,,,,,,,,,,,M30
ADAUSD,killed_negative_ev,0,M30,-0.00462858107535762,150,17047,cuda,crypto,-0.00462858107535762,6.5,39.25104757863509,8.0,,,,,,,,,,,M30
AIRF,killed_negative_ev,0,M30,-0.0040599058366323805,150,4541,cuda,equity,-0.0040599058366323805,0.4,50.82592121982216,2.5,,,,,,,,,,,M30
ALGUSD,killed_negative_ev,0,M30,-0.002445014612613939,150,6740,cuda,crypto,-0.002445014612613939,6.5,15.548069448043261,8.0,,,,,,,,,,,M30
ALVG,killed_negative_ev,0,M30,-0.00035868286602626104,150,4575,cuda,equity,-0.00035868286602626104,0.4,4.975981320931483,2.5,,,,,,,,,,,M30
AMZN,ok,0,M30,0.0014651584249618108,600,3381,cuda,equity,0.0014651584249618108,0.4,4.884872438218071,2.5,1532,6,0.01212455477171915,0.4741590844137376,0.7239655211640897,0.014131757259055425,0.00008508878320675753,1.5589591971667345,0.25301593600419436,0.9581677016611286,M30
AUDNZD,killed_negative_ev,0,M30,-0.001310498771994065,150,12847,cuda,forex,-0.001310498771994065,3.0,1.0823486966708575,5.0,,,,,,,,,,,M30
AUD_CAD,killed_negative_ev,0,M30,-0.0003349660882119615,150,12653,cuda,forex,-0.0003349660882119615,0.5,1.2668067831751302,1.5,,,,,,,,,,,M30
AUD_CHF,killed_negative_ev,0,M30,-0.0003210727816922004,150,12633,cuda,forex,-0.0003210727816922004,0.5,1.600697192555593,1.5,,,,,,,,,,,M30
AUD_JPY,killed_negative_ev,0,M30,-0.00023897116197756205,150,12531,cuda,forex,-0.00023897116197756205,0.5,1.235152438396819,1.5,,,,,,,,,,,M30
AUD_NZD,killed_negative_ev,0,M30,-0.00036049877199406514,150,12847,cuda,forex,-0.00036049877199406514,0.5,1.0823486966708575,1.5,,,,,,,,,,,M30
AUD_USD,killed_negative_ev,0,M30,-0.00022510721672995554,150,12642,cuda,forex,-0.00022510721672995554,0.5,0.640717603716803,1.5,,,,,,,,,,,M30
AUS200.cash,killed_negative_ev,0,M30,-0.00019621059708086692,150,11624,cuda,index,-0.00019621059708086692,0.0,1.5653974905465313,1.5,,,,,,,,,,,M30
AVAUSD,killed_negative_ev,0,M30,-0.0018968674677202033,150,6689,cuda,crypto,-0.0018968674677202033,6.5,9.892827699917936,8.0,,,,,,,,,,,M30
BABA,ok,0,M30,0.0007700835965930355,600,3439,cuda,equity,0.0007700835965930355,0.4,7.91870133298169,2.5,356,5,0.004453036643031027,0.6073634588785807,0.36678128065897414,3.6283116925049708,0.02404524474106435,0.4022691395200646,0.08300537454096726,0.5790601466660985,M30
BAC,killed_negative_ev,0,M30,-0.0016344329609299369,150,3404,cuda,equity,-0.0016344329609299369,0.4,18.96094046264722,2.5,,,,,,,,,,,M30
BARUSD,killed_negative_ev,0,M30,-0.0013867060936299713,150,6836,cuda,crypto,-0.0013867060936299713,6.5,4.890573419733265,8.0,,,,,,,,,,,M30
BAYGn,killed_negative_ev,0,M30,-0.00013172045460703254,150,4320,cuda,equity,-0.00013172045460703254,0.4,14.886490509861982,2.5,,,,,,,,,,,M30
BCHUSD,killed_negative_ev,0,M30,-0.0026374521863242947,150,16804,cuda,crypto,-0.0026374521863242947,6.5,17.049580601366117,8.0,,,,,,,,,,,M30
BNBUSD,killed_negative_ev,0,M30,-0.001369243494790684,150,6757,cuda,crypto,-0.001369243494790684,6.5,0.2932236025519174,8.0,,,,,,,,,,,M30
BTCUSD,killed_negative_ev,0,M30,-0.0015221803550593133,150,16780,cuda,crypto,-0.0015221803550593133,6.5,0.36974192536747785,8.0,,,,,,,,,,,M30
CADCHF,killed_negative_ev,0,M30,-0.0013417917280209926,150,12349,cuda,index,-0.0013417917280209926,3.0,1.9439809489868458,5.0,,,,,,,,,,,M30
CAD_CHF,killed_negative_ev,0,M30,-0.00039179172802099234,150,12349,cuda,index,-0.00039179172802099234,0.5,1.9439809489868458,1.5,,,,,,,,,,,M30
CAD_JPY,killed_negative_ev,0,M30,-0.0002806142188574378,150,12541,cuda,forex,-0.0002806142188574378,0.5,1.3967846018466021,1.5,,,,,,,,,,,M30
CHF_JPY,killed_negative_ev,0,M30,-0.00030165930316628143,150,12772,cuda,forex,-0.00030165930316628143,0.5,1.129288696712014,1.5,,,,,,,,,,,M30
COCOA.c,killed_negative_ev,0,M30,-0.0010230497979918797,150,4668,cuda,commodity,-0.0010230497979918797,0.0,19.182529142687837,4.0,,,,,,,,,,,M30
COFFEE.c,killed_negative_ev,0,M30,-0.00039672639037637806,150,5015,cuda,commodity,-0.00039672639037637806,0.0,8.618367896579402,4.0,,,,,,,,,,,M30
CORN.c,killed_negative_ev,0,M30,-0.0024303357573853034,150,9078,cuda,commodity,-0.0024303357573853034,0.0,20.381673657222915,4.0,,,,,,,,,,,M30
COTTON.c,killed_negative_ev,0,M30,-0.006693978634967705,150,3953,cuda,commodity,-0.006693978634967705,0.0,62.36215681800845,4.0,,,,,,,,,,,M30
DASHUSD,killed_negative_ev,0,M30,-0.0014225924290557565,150,17069,cuda,crypto,-0.0014225924290557565,6.5,9.131030284581959,8.0,,,,,,,,,,,M30
DBKGn,killed_negative_ev,0,M30,-0.00047032730538221153,150,4399,cuda,equity,-0.00047032730538221153,0.4,10.480349344978563,2.5,,,,,,,,,,,M30
DOGEUSD,killed_negative_ev,0,M30,-0.003188626098817593,150,16900,cuda,crypto,-0.003188626098817593,6.5,25.193029928387073,8.0,,,,,,,,,,,M30
DOTUSD,killed_negative_ev,0,M30,-0.004329430196186247,150,17046,cuda,crypto,-0.004329430196186247,6.5,35.26093088857627,8.0,,,,,,,,,,,M30
DXY.cash,killed_negative_ev,0,M30,-0.0007635203508156138,150,6173,cuda,forex,-0.0007635203508156138,0.13999999999999999,2.7395453369373723,3.0,,,,,,,,,,,M30
ETCUSD,killed_negative_ev,0,M30,-0.0014814304292650618,150,6781,cuda,crypto,-0.0014814304292650618,6.5,3.954913980620486,8.0,,,,,,,,,,,M30
ETHUSD,killed_negative_ev,0,M30,-0.0023534281231148034,150,16658,cuda,crypto,-0.0023534281231148034,6.5,12.383220370031541,8.0,,,,,,,,,,,M30
EU50.cash,killed_negative_ev,0,M30,-0.00023543663604118999,150,9415,cuda,index,-0.00023543663604118999,0.0,3.062474479379339,1.5,,,,,,,,,,,M30
EUR_AUD,killed_negative_ev,0,M30,-0.00029313180685868444,150,12503,cuda,forex,-0.00029313180685868444,0.5,0.9578894877276074,1.5,,,,,,,,,,,M30
EUR_CAD,killed_negative_ev,0,M30,-0.0003280881546236291,150,12414,cuda,forex,-0.0003280881546236291,0.5,1.0203491634828765,1.5,,,,,,,,,,,M30
EUR_CHF,killed_negative_ev,0,M30,-0.00033450881958410573,150,12323,cuda,forex,-0.00033450881958410573,0.5,0.9617491010321119,1.5,,,,,,,,,,,M30
EUR_CZK,killed_negative_ev,0,M30,-0.0012491340158856683,150,10800,cuda,forex,-0.0012491340158856683,0.5,6.709345559251877,3.0,,,,,,,,,,,M30
EUR_GBP,killed_negative_ev,0,M30,-0.00033372953550183136,150,11959,cuda,forex,-0.00033372953550183136,0.5,0.8214950035502021,1.5,,,,,,,,,,,M30
EUR_HUF,killed_negative_ev,0,M30,-0.0010921262407735124,150,10972,cuda,forex,-0.0010921262407735124,0.5,5.593052521785947,3.0,,,,,,,,,,,M30
EUR_JPY,killed_negative_ev,0,M30,-0.0002530771979005796,150,12559,cuda,forex,-0.0002530771979005796,0.5,0.8469814991000176,1.5,,,,,,,,,,,M30
EUR_NOK,killed_negative_ev,0,M30,-0.0009550720297132736,150,11835,cuda,forex,-0.0009550720297132736,0.5,4.599265323348458,3.0,,,,,,,,,,,M30
EUR_NZD,killed_negative_ev,0,M30,-0.000323657765299709,150,12698,cuda,forex,-0.000323657765299709,0.5,1.2002228985385486,1.5,,,,,,,,,,,M30
EUR_PLN,killed_negative_ev,0,M30,-0.0011045262696899173,150,11394,cuda,forex,-0.0011045262696899173,0.5,5.505218488358151,3.0,,,,,,,,,,,M30
EUR_USD,killed_negative_ev,0,M30,-0.00023324454098830484,150,12593,cuda,forex,-0.00023324454098830484,0.5,0.27465107869187805,1.5,,,,,,,,,,,M30
FETUSD,killed_negative_ev,0,M30,-0.0007803480116414525,150,6727,cuda,crypto,-0.0007803480116414525,6.5,2.9027576197400435,8.0,,,,,,,,,,,M30
FRA40.cash,killed_negative_ev,0,M30,-0.0001276245894660891,150,9391,cuda,index,-0.0001276245894660891,0.0,1.9992239037647894,1.5,,,,,,,,,,,M30
GALUSD,killed_negative_ev,0,M30,-0.0015632167710512024,150,6887,cuda,crypto,-0.0015632167710512024,6.5,8.729812309035,8.0,,,,,,,,,,,M30
GBPJPY,killed_negative_ev,0,M30,-0.0012020189066570678,150,12569,cuda,forex,-0.0012020189066570678,3.0,0.9527086034880081,5.0,,,,,,,,,,,M30
GBP_AUD,killed_negative_ev,0,M30,-0.0003180834985396365,150,12526,cuda,forex,-0.0003180834985396365,0.5,1.1241474197159549,1.5,,,,,,,,,,,M30
GBP_CAD,killed_negative_ev,0,M30,-0.0003244145838694343,150,12306,cuda,forex,-0.0003244145838694343,0.5,0.9585484193831207,1.5,,,,,,,,,,,M30
GBP_CHF,killed_negative_ev,0,M30,-0.00033682752368190106,150,12369,cuda,forex,-0.00033682752368190106,0.5,1.2674615461222827,1.5,,,,,,,,,,,M30
GBP_JPY,killed_negative_ev,0,M30,-0.0002520189066570676,150,12569,cuda,forex,-0.0002520189066570676,0.5,0.9527086034880081,1.5,,,,,,,,,,,M30
GBP_NZD,killed_negative_ev,0,M30,-0.0003101124759661615,150,12750,cuda,forex,-0.0003101124759661615,0.5,1.023438977451746,1.5,,,,,,,,,,,M30
GBP_USD,killed_negative_ev,0,M30,-0.0002612913120597067,150,12488,cuda,forex,-0.0002612913120597067,0.5,0.5334044539273007,1.5,,,,,,,,,,,M30
GER40.cash,killed_negative_ev,0,M30,-0.00005548918446342829,150,11762,cuda,index,-0.00005548918446342829,0.0,0.6510143715328602,1.5,,,,,,,,,,,M30
GOOG,ok,0,M30,0.00010580230634873746,600,3389,cuda,equity,0.00010580230634873746,0.4,5.047045675762874,2.5,120,7,0.02228500956695404,0.8928758142415919,0.46316506185658035,0.01231507683965052,2.7493205474857967,27.655017421293973,0.0059859592692348695,0.4655616582439267,M30
GRTUSD,killed_negative_ev,0,M30,-0.0013193280799870678,150,6970,cuda,crypto,-0.0013193280799870678,6.5,4.847701381594136,8.0,,,,,,,,,,,M30
HEATOIL.c,killed_negative_ev,0,M30,-0.04104116295064445,150,6559,cuda,commodity,-0.04104116295064445,0.13999999999999999,410.4403267583174,3.0,,,,,,,,,,,M30
HK50.cash,ok,0,M30,1.9877131030630746e-6,600,9296,cuda,index,1.9877131030630746e-6,0.0,2.636512772439653,1.5,323,5,2.4107136837775442,0.8931818774921945,0.926402180019468,0.004888829731589985,0.02709021131279511,2.4245680159838945,0.16485977580318795,0.9205897163420337,M30
IBE,killed_negative_ev,0,M30,-0.0028436029776873054,150,4564,cuda,equity,-0.0028436029776873054,0.4,29.090909090908468,2.5,,,,,,,,,,,M30
ICPUSD,killed_negative_ev,0,M30,-0.0010795994084443657,150,6852,cuda,crypto,-0.0010795994084443657,6.5,5.96006754743243,8.0,,,,,,,,,,,M30
IMXUSD,killed_negative_ev,0,M30,-0.0011361892275406394,150,6905,cuda,crypto,-0.0011361892275406394,6.5,6.926646810278381,8.0,,,,,,,,,,,M30
JP225.cash,ok,0,M30,2.954132537045799e-6,600,12167,cuda,index,2.954132537045799e-6,0.0,1.312811763171032,1.5,932,6,0.021958760033432934,0.8957880150037738,0.41408020145417,0.12223705955415812,0.00014912081393641003,4.441912218453049,0.020581144700232742,0.9637760859750397,M30
LNKUSD,killed_negative_ev,0,M30,-0.0010478856208433213,150,6850,cuda,crypto,-0.0010478856208433213,6.5,1.9212911076243964,8.0,,,,,,,,,,,M30
LTCUSD,killed_negative_ev,0,M30,-0.0037215339635489793,150,16895,cuda,crypto,-0.0037215339635489793,6.5,27.939847152601153,8.0,,,,,,,,,,,M30
LVMH,ok,0,M30,0.0019124034246819747,600,4450,cuda,equity,0.0019124034246819747,0.4,2.429656764257795,2.5,448,6,0.0059106670759288505,0.4301417660808733,0.7877286638653681,0.00021829920847838175,0.06502725105901325,1.0493548849345753,0.2423190354981362,0.7954796636823822,M30
MANUSD,killed_negative_ev,0,M30,-0.0019418945228541558,150,6843,cuda,crypto,-0.0019418945228541558,6.5,11.930801352156172,8.0,,,,,,,,,,,M30
META,ok,0,M30,0.001735019235883699,600,3312,cuda,equity,0.001735019235883699,0.4,5.26092147062971,2.5,841,5,0.0011943963431234295,0.8490898590648192,0.9365687758029229,0.00042120157074779387,0.000047456110636971265,1.0503898185619849,0.29800809531389716,0.653368615165611,M30
MSFT,ok,0,M30,0.0002850134138010021,600,3318,cuda,equity,0.0002850134138010021,0.4,3.352490421456973,2.5,1906,2,0.003590093118636514,0.8312860274158153,0.7486817676813458,0.000019958948448080515,0.013023509760613696,0.8728032453960363,0.2464195879252942,0.8391354474553929,M30
N25.cash,killed_negative_ev,0,M30,-0.001373102198045734,150,7366,cuda,index,-0.001373102198045734,0.0,14.378888894635708,1.5,,,,,,,,,,,M30
NATGAS.cash,killed_negative_ev,0,M30,-0.010544632326541063,150,8087,cuda,commodity,-0.010544632326541063,0.13999999999999999,110.62260672244986,3.0,,,,,,,,,,,M30
NEOUSD,killed_negative_ev,0,M30,-0.024819469003912603,150,16981,cuda,crypto,-0.024819469003912603,6.5,240.9638554216865,8.0,,,,,,,,,,,M30
NERUSD,killed_negative_ev,0,M30,-0.0037923756024906183,150,6885,cuda,crypto,-0.0037923756024906183,6.5,31.41126318151275,8.0,,,,,,,,,,,M30
NFLX,killed_negative_ev,0,M30,-0.0005830900667669331,150,3315,cuda,equity,-0.0005830900667669331,0.4,11.373329542223242,2.5,,,,,,,,,,,M30
NVDA,ok,0,M30,0.0021146377715106496,600,3310,cuda,equity,0.0021146377715106496,0.4,5.568858940802714,2.5,1358,5,0.014594906412436529,0.41425597484992754,0.9126964674002885,0.000044722158996372705,0.011810733940580034,3.2437671229901497,0.2468663436230708,0.7933863948105048,M30
NZDUSD,killed_negative_ev,0,M30,-0.0012467950813274135,150,12947,cuda,forex,-0.0012467950813274135,3.0,1.3918853086500278,5.0,,,,,,,,,,,M30
NZD_CAD,killed_negative_ev,0,M30,-0.0003781780396721617,150,12807,cuda,forex,-0.0003781780396721617,0.5,1.7756627661272617,1.5,,,,,,,,,,,M30
NZD_CHF,killed_negative_ev,0,M30,-0.00042667124199513096,150,12825,cuda,forex,-0.00042667124199513096,0.5,2.559508574354254,1.5,,,,,,,,,,,M30
NZD_JPY,killed_negative_ev,0,M30,-0.00028803094567624314,150,12798,cuda,forex,-0.00028803094567624314,0.5,1.5361657303366172,1.5,,,,,,,,,,,M30
NZD_USD,killed_negative_ev,0,M30,-0.0002967950813274135,150,12947,cuda,forex,-0.0002967950813274135,0.5,1.3918853086500278,1.5,,,,,,,,,,,M30
PFE,killed_negative_ev,0,M30,-0.000970677098447658,150,3414,cuda,equity,-0.000970677098447658,0.4,13.932427725530877,2.5,,,,,,,,,,,M30
RACE,killed_negative_ev,0,M30,-0.0016153960433038586,150,3430,cuda,equity,-0.0016153960433038586,0.4,20.967017268988975,2.5,,,,,,,,,,,M30
SANUSD,killed_negative_ev,0,M30,-0.0018949487483876826,150,6760,cuda,crypto,-0.0018949487483876826,6.5,11.10083256244096,8.0,,,,,,,,,,,M30
SOLUSD,killed_negative_ev,0,M30,-0.0011492287739044988,150,6797,cuda,crypto,-0.0011492287739044988,6.5,1.7426156661144916,8.0,,,,,,,,,,,M30
SOYBEAN.c,killed_negative_ev,0,M30,-0.002294243820713282,150,9297,cuda,commodity,-0.002294243820713282,0.0,18.773244574786244,4.0,,,,,,,,,,,M30
SPN35.cash,killed_negative_ev,0,M30,-0.0002970357796877713,150,6225,cuda,index,-0.0002970357796877713,0.0,4.410105927352602,1.5,,,,,,,,,,,M30
SUGAR.c,insufficient_rows,,,,,2255,,commodity,,,,,,,,,,,,,,,M30
T,killed_negative_ev,0,M30,-0.0030816112432251685,150,3382,cuda,equity,-0.0030816112432251685,0.4,34.10641200545751,2.5,,,,,,,,,,,M30
TSLA,ok,0,M30,0.00463135462306593,600,3378,cuda,equity,0.00463135462306593,0.4,5.459654757124338,2.5,714,6,0.008041717180638215,0.4350695249166205,0.7524475763472211,0.000021061046173380756,0.000015294375492960675,0.33017874893283916,0.2764673868464559,0.3572059438631344,M30
UK100.cash,killed_negative_ev,0,M30,-0.00018549968842436533,150,11491,cuda,index,-0.00018549968842436533,0.0,1.2533385058405841,1.5,,,,,,,,,,,M30
UKOIL.cash,killed_negative_ev,0,M30,-0.00027990952996753964,150,11243,cuda,commodity,-0.00027990952996753964,0.0,2.6754063273354323,3.0,,,,,,,,,,,M30
UNIUSD,killed_negative_ev,0,M30,-0.0009934825387026087,150,6654,cuda,crypto,-0.0009934825387026087,6.5,2.9615492193031243,8.0,,,,,,,,,,,M30
US100.cash,ok,0,M30,2.0922530605176505e-6,600,12157,cuda,index,2.0922530605176505e-6,0.0,0.617091902983242,1.5,1949,2,0.7176109659885802,0.934421353900555,0.8349577434421117,0.000013182396136622545,0.000013332346172971875,2.1058031624659734,0.1429581222127256,0.7852518664928793,M30
US2000.cash,killed_negative_ev,0,M30,-0.0003029221406307422,150,11787,cuda,index,-0.0003029221406307422,0.0,4.292572719571975,1.5,,,,,,,,,,,M30
US30.cash,killed_negative_ev,0,M30,-0.00007903200654125744,150,11750,cuda,index,-0.00007903200654125744,0.0,0.4632369971955916,1.5,,,,,,,,,,,M30
US500.cash,killed_negative_ev,0,M30,-0.00012413746009622535,150,12141,cuda,index,-0.00012413746009622535,0.0,1.046691147608667,1.5,,,,,,,,,,,M30
USDCNH,killed_negative_ev,0,M30,-0.0013513739595669596,150,5503,cuda,forex,-0.0013513739595669596,3.0,0.9569105933477012,5.0,,,,,,,,,,,M30
USDZAR,killed_negative_ev,0,M30,-0.0016245044381891015,150,12029,cuda,forex,-0.0016245044381891015,3.0,5.542311514787658,5.0,,,,,,,,,,,M30
USD_CAD,killed_negative_ev,0,M30,-0.00028744502738614413,150,12567,cuda,forex,-0.00028744502738614413,0.5,0.44250724605577796,1.5,,,,,,,,,,,M30
USD_CHF,killed_negative_ev,0,M30,-0.0002682285840335285,150,12660,cuda,forex,-0.0002682285840335285,0.5,0.7569545196500347,1.5,,,,,,,,,,,M30
USD_CNH,killed_negative_ev,0,M30,-0.0007013739595669595,150,5503,cuda,forex,-0.0007013739595669595,0.5,0.9569105933477012,3.0,,,,,,,,,,,M30
USD_CZK,killed_negative_ev,0,M30,-0.0011125234595922504,150,12357,cuda,forex,-0.0011125234595922504,0.5,6.337305306378557,3.0,,,,,,,,,,,M30
USD_HKD,killed_negative_ev,0,M30,-0.0006856976459020436,150,11665,cuda,forex,-0.0006856976459020436,0.5,0.5248991009508555,3.0,,,,,,,,,,,M30
USD_HUF,killed_negative_ev,0,M30,-0.0009752281662684729,150,12236,cuda,forex,-0.0009752281662684729,0.5,5.306908725666221,3.0,,,,,,,,,,,M30
USD_ILS,killed_negative_ev,0,M30,-0.0010453167585812695,150,11468,cuda,forex,-0.0010453167585812695,0.5,6.289042516742918,3.0,,,,,,,,,,,M30
USD_JPY,killed_negative_ev,0,M30,-0.00019377278530192097,150,12683,cuda,forex,-0.00019377278530192097,0.5,0.464975705019745,1.5,,,,,,,,,,,M30
USD_MXN,killed_negative_ev,0,M30,-0.0006927021805152422,150,12126,cuda,forex,-0.0006927021805152422,0.5,2.5834465661268124,3.0,,,,,,,,,,,M30
USD_NOK,killed_negative_ev,0,M30,-0.0008956816291283325,150,12251,cuda,forex,-0.0008956816291283325,0.5,4.552249370418814,3.0,,,,,,,,,,,M30
USD_PLN,killed_negative_ev,0,M30,-0.0009610159710559574,150,12539,cuda,forex,-0.0009610159710559574,0.5,4.982873113502836,3.0,,,,,,,,,,,M30
USD_SEK,killed_negative_ev,0,M30,-0.0009634472143252643,150,12383,cuda,forex,-0.0009634472143252643,0.5,5.204350412098774,3.0,,,,,,,,,,,M30
USD_SGD,killed_negative_ev,0,M30,-0.0008001098601161681,150,5545,cuda,forex,-0.0008001098601161681,0.5,2.2344704305093774,3.0,,,,,,,,,,,M30
USD_ZAR,killed_negative_ev,0,M30,-0.0009745044381891019,150,12029,cuda,forex,-0.0009745044381891019,0.5,5.542311514787658,3.0,,,,,,,,,,,M30
USOIL.cash,killed_negative_ev,0,M30,-0.00038886222707388033,150,12244,cuda,commodity,-0.00038886222707388033,0.0,3.8984148542171044,3.0,,,,,,,,,,,M30
V,killed_negative_ev,0,M30,-0.00033839344298067627,150,3295,cuda,equity,-0.00033839344298067627,0.4,5.518594597909276,2.5,,,,,,,,,,,M30
VECUSD,killed_negative_ev,0,M30,-0.0017789230907617828,150,6804,cuda,crypto,-0.0017789230907617828,6.5,8.81445570736124,8.0,,,,,,,,,,,M30
VOWG_p,killed_negative_ev,0,M30,-0.0024275222834481795,150,4473,cuda,equity,-0.0024275222834481795,0.4,28.74198540791566,2.5,,,,,,,,,,,M30
WHEAT.c,killed_negative_ev,0,M30,-0.0023131320285703226,150,9213,cuda,commodity,-0.0023131320285703226,0.0,20.51097517092455,4.0,,,,,,,,,,,M30
WMT,killed_negative_ev,0,M30,-0.0008180293760449787,150,3442,cuda,equity,-0.0008180293760449787,0.4,10.290183165261217,2.5,,,,,,,,,,,M30
XAG_AUD,killed_negative_ev,0,M30,-0.00024505862933935085,150,11885,cuda,commodity,-0.00024505862933935085,0.13999999999999999,4.121826865349976,2.0,,,,,,,,,,,M30
XAG_EUR,killed_negative_ev,0,M30,-0.00027029622495364176,150,11929,cuda,commodity,-0.00027029622495364176,0.13999999999999999,4.552049844945301,2.0,,,,,,,,,,,M30
