symbol,status,gpu,timeframe,best_ev,trials,rows,device_used,cluster,calmar_score,fee_bps,spread_bps,slippage_bps,best_num_boost_round,best_max_depth,best_gamma,best_subsample,best_colsample_bytree,best_reg_alpha,best_reg_lambda,best_min_child_weight,best_eta,best_colsample_bylevel,timeframe_run
XAG_USD,killed_negative_ev,0,M30,-0.000287614758027585,150,12077,cuda,commodity,-0.000287614758027585,0.13999999999999999,5.362183985995067,2.0,,,,,,,,,,,M30
XAU_AUD,killed_negative_ev,0,M30,-0.00015529584420974997,150,12007,cuda,commodity,-0.00015529584420974997,0.13999999999999999,0.9751875712335176,2.0,,,,,,,,,,,M30
XAU_EUR,killed_negative_ev,0,M30,-0.00023260214714076024,150,12084,cuda,commodity,-0.00023260214714076024,0.13999999999999999,1.5961437167796138,2.0,,,,,,,,,,,M30
XAU_USD,killed_negative_ev,0,M30,-0.00014782822829727388,150,12116,cuda,commodity,-0.00014782822829727388,0.13999999999999999,0.7966611047918627,2.0,,,,,,,,,,,M30
XCU_USD,killed_negative_ev,0,M30,-0.0006775082306122339,150,6349,cuda,commodity,-0.0006775082306122339,0.13999999999999999,8.34999670394857,2.0,,,,,,,,,,,M30
XLMUSD,killed_negative_ev,0,M30,-0.001334152209283103,150,6755,cuda,crypto,-0.001334152209283103,6.5,3.100294527979816,8.0,,,,,,,,,,,M30
XMRUSD,killed_negative_ev,0,M30,-0.010707979143438604,150,16712,cuda,crypto,-0.010707979143438604,6.5,97.69961808331063,8.0,,,,,,,,,,,M30
XPD_USD,killed_negative_ev,0,M30,-0.00422243282374604,150,11846,cuda,commodity,-0.00422243282374604,0.13999999999999999,46.62875319292502,2.0,,,,,,,,,,,M30
XPT_USD,killed_negative_ev,0,M30,-0.0022833039376302638,150,12013,cuda,commodity,-0.0022833039376302638,0.13999999999999999,25.863201643074046,2.0,,,,,,,,,,,M30
XRPUSD,killed_negative_ev,0,M30,-0.004985002793345058,150,16560,cuda,crypto,-0.004985002793345058,6.5,40.947645510383644,8.0,,,,,,,,,,,M30
XTZUSD,killed_negative_ev,0,M30,-0.005778410889221013,150,6750,cuda,crypto,-0.005778410889221013,6.5,48.979591836734734,8.0,,,,,,,,,,,M30
ZM,killed_negative_ev,0,M30,-0.0011202099643512669,150,3420,cuda,equity,-0.0011202099643512669,0.4,15.862363492159778,2.5,,,,,,,,,,,M30
AAPL,insufficient_rows,,,,,1846,,equity,,,,,,,,,,,,,,,H1
AAVUSD,ok,0,H1,0.0003524109155582905,600,3376,cuda,crypto,0.0003524109155582905,6.5,0.6320113762041969,8.0,1391,3,7.741432975399265,0.5676974032923926,0.8478885333668331,0.0010690147558115727,0.006723043473683644,1.8081531431239957,0.2967481991637997,0.8599130976047638,H1
ADAUSD,killed_negative_ev,0,H1,-0.0038721415583317493,150,8650,cuda,crypto,-0.0038721415583317493,6.5,39.25104757863509,8.0,,,,,,,,,,,H1
AIRF,insufficient_rows,,,,,2483,,equity,,,,,,,,,,,,,,,H1
ALGUSD,killed_negative_ev,0,H1,-0.001955115083472167,150,3417,cuda,crypto,-0.001955115083472167,6.5,15.548069448043261,8.0,,,,,,,,,,,H1
ALVG,insufficient_rows,,,,,2480,,equity,,,,,,,,,,,,,,,H1
AMZN,insufficient_rows,,,,,1862,,equity,,,,,,,,,,,,,,,H1
AUDNZD,killed_negative_ev,0,H1,-0.0012769373921126476,150,6448,cuda,forex,-0.0012769373921126476,3.0,1.0823486966708575,5.0,,,,,,,,,,,H1
AUD_CAD,killed_negative_ev,0,H1,-0.0002750435410128215,150,6300,cuda,forex,-0.0002750435410128215,0.5,1.2668067831751302,1.5,,,,,,,,,,,H1
AUD_CHF,killed_negative_ev,0,H1,-0.00023958325967126325,150,6357,cuda,forex,-0.00023958325967126325,0.5,1.600697192555593,1.5,,,,,,,,,,,H1
AUD_JPY,killed_negative_ev,0,H1,-0.00015155275933063472,150,6468,cuda,forex,-0.00015155275933063472,0.5,1.235152438396819,1.5,,,,,,,,,,,H1
AUD_NZD,killed_negative_ev,0,H1,-0.00032693739211264765,150,6448,cuda,forex,-0.00032693739211264765,0.5,1.0823486966708575,1.5,,,,,,,,,,,H1
AUD_USD,killed_negative_ev,0,H1,-0.0001360022702572515,150,6404,cuda,forex,-0.0001360022702572515,0.5,0.640717603716803,1.5,,,,,,,,,,,H1
AUS200.cash,killed_negative_ev,0,H1,-0.000058324446147751216,150,5883,cuda,index,-0.000058324446147751216,0.0,1.5653974905465313,1.5,,,,,,,,,,,H1
AVAUSD,killed_negative_ev,0,H1,-0.0014212499970394225,150,3397,cuda,crypto,-0.0014212499970394225,6.5,9.892827699917936,8.0,,,,,,,,,,,H1
BABA,insufficient_rows,,,,,1848,,equity,,,,,,,,,,,,,,,H1
BAC,insufficient_rows,,,,,1893,,equity,,,,,,,,,,,,,,,H1
BARUSD,killed_negative_ev,0,H1,-0.0007319791444078961,150,3446,cuda,crypto,-0.0007319791444078961,6.5,4.890573419733265,8.0,,,,,,,,,,,H1
BAYGn,insufficient_rows,,,,,2311,,equity,,,,,,,,,,,,,,,H1
BCHUSD,killed_negative_ev,0,H1,-0.002050065181376141,150,8463,cuda,crypto,-0.002050065181376141,6.5,17.049580601366117,8.0,,,,,,,,,,,H1
BNBUSD,killed_negative_ev,0,H1,-0.0011694758656769463,150,3349,cuda,crypto,-0.0011694758656769463,6.5,0.2932236025519174,8.0,,,,,,,,,,,H1
BTCUSD,killed_negative_ev,0,H1,-0.0011898327757574373,150,8351,cuda,crypto,-0.0011898327757574373,6.5,0.36974192536747785,8.0,,,,,,,,,,,H1
CADCHF,killed_negative_ev,0,H1,-0.0012750326734205103,150,6221,cuda,index,-0.0012750326734205103,3.0,1.9439809489868458,5.0,,,,,,,,,,,H1
CAD_CHF,killed_negative_ev,0,H1,-0.0003238687087922701,150,6221,cuda,index,-0.0003238687087922701,0.5,1.9439809489868458,1.5,,,,,,,,,,,H1
CAD_JPY,killed_negative_ev,0,H1,-0.00020545380857195922,150,6386,cuda,forex,-0.00020545380857195922,0.5,1.3967846018466021,1.5,,,,,,,,,,,H1
CHF_JPY,killed_negative_ev,0,H1,-0.00023906978718814636,150,6518,cuda,forex,-0.00023906978718814636,0.5,1.129288696712014,1.5,,,,,,,,,,,H1
COCOA.c,insufficient_rows,,,,,2552,,commodity,,,,,,,,,,,,,,,H1
COFFEE.c,insufficient_rows,,,,,2604,,commodity,,,,,,,,,,,,,,,H1
CORN.c,killed_negative_ev,0,H1,-0.00219415789020062,150,4896,cuda,commodity,-0.00219415789020062,0.0,20.381673657222915,4.0,,,,,,,,,,,H1
COTTON.c,insufficient_rows,,,,,2048,,commodity,,,,,,,,,,,,,,,H1
DASHUSD,killed_negative_ev,0,H1,-0.0005933894033081523,150,8572,cuda,crypto,-0.0005933894033081523,6.5,9.131030284581959,8.0,,,,,,,,,,,H1
DBKGn,insufficient_rows,,,,,2391,,equity,,,,,,,,,,,,,,,H1
DOGEUSD,killed_negative_ev,0,H1,-0.002432738172378443,150,8661,cuda,crypto,-0.002432738172378443,6.5,25.193029928387073,8.0,,,,,,,,,,,H1
DOTUSD,killed_negative_ev,0,H1,-0.003636120103689412,150,8594,cuda,crypto,-0.003636120103689412,6.5,35.26093088857627,8.0,,,,,,,,,,,H1
DXY.cash,insufficient_rows,,,,,3034,,forex,,,,,,,,,,,,,,,H1
ETCUSD,killed_negative_ev,0,H1,-0.0008740974274866224,150,3453,cuda,crypto,-0.0008740974274866224,6.5,3.954913980620486,8.0,,,,,,,,,,,H1
ETHUSD,killed_negative_ev,0,H1,-0.0017623696133801975,150,8336,cuda,crypto,-0.0017623696133801975,6.5,12.383220370031541,8.0,,,,,,,,,,,H1
EU50.cash,killed_negative_ev,0,H1,-0.00002665139828082802,150,4649,cuda,index,-0.00002665139828082802,0.0,3.062474479379339,1.5,,,,,,,,,,,H1
EUR_AUD,killed_negative_ev,0,H1,-0.00022130441816952263,150,6402,cuda,forex,-0.00022130441816952263,0.5,0.9578894877276074,1.5,,,,,,,,,,,H1
EUR_CAD,killed_negative_ev,0,H1,-0.00026661259385371675,150,6189,cuda,forex,-0.00026661259385371675,0.5,1.0203491634828765,1.5,,,,,,,,,,,H1
EUR_CHF,killed_negative_ev,0,H1,-0.0002875576423480621,150,6089,cuda,forex,-0.0002875576423480621,0.5,0.9617491010321119,1.5,,,,,,,,,,,H1
EUR_CZK,killed_negative_ev,0,H1,-0.0012229417860541256,150,5518,cuda,forex,-0.0012229417860541256,0.5,6.709345559251877,3.0,,,,,,,,,,,H1
EUR_GBP,killed_negative_ev,0,H1,-0.00028168885511412604,150,5948,cuda,forex,-0.00028168885511412604,0.5,0.8214950035502021,1.5,,,,,,,,,,,H1
EUR_HUF,killed_negative_ev,0,H1,-0.001048801675248261,150,5575,cuda,forex,-0.001048801675248261,0.5,5.593052521785947,3.0,,,,,,,,,,,H1
EUR_JPY,killed_negative_ev,0,H1,-0.00018851420200586403,150,6463,cuda,forex,-0.00018851420200586403,0.5,0.8469814991000176,1.5,,,,,,,,,,,H1
EUR_NOK,killed_negative_ev,0,H1,-0.0009004059712374146,150,6117,cuda,forex,-0.0009004059712374146,0.5,4.599265323348458,3.0,,,,,,,,,,,H1
EUR_NZD,killed_negative_ev,0,H1,-0.00025597491235910007,150,6549,cuda,forex,-0.00025597491235910007,0.5,1.2002228985385486,1.5,,,,,,,,,,,H1
EUR_PLN,killed_negative_ev,0,H1,-0.0010676943983034574,150,5664,cuda,forex,-0.0010676943983034574,0.5,5.505218488358151,3.0,,,,,,,,,,,H1
EUR_USD,killed_negative_ev,0,H1,-0.0001557901037653528,150,6189,cuda,forex,-0.0001557901037653528,0.5,0.27465107869187805,1.5,,,,,,,,,,,H1
FETUSD,ok,0,H1,0.0011548226778546806,600,3411,cuda,crypto,0.0011548226778546806,6.5,2.9027576197400435,8.0,547,3,0.055147997518192174,0.54312951845538,0.5857789355332976,0.004631456996323915,0.01887819715526188,17.485307645739073,0.13287020385144524,0.8926646369629125,H1
FRA40.cash,ok,0,H1,0.0002482298317951546,600,4677,cuda,index,0.0002482298317951546,0.0,1.9992239037647894,1.5,223,6,0.0022750898126789225,0.683300636180807,0.4338356660036729,0.00046147821057351,0.2664268280518519,0.48507185218426047,0.27771306100437204,0.7026041201736652,H1
GALUSD,killed_negative_ev,0,H1,-0.0006488620448560651,150,3499,cuda,crypto,-0.0006488620448560651,6.5,8.729812309035,8.0,,,,,,,,,,,H1
GBPJPY,killed_negative_ev,0,H1,-0.0011347848784582612,150,6313,cuda,forex,-0.0011347848784582612,3.0,0.9527086034880081,5.0,,,,,,,,,,,H1
GBP_AUD,killed_negative_ev,0,H1,-0.0002519640794579559,150,6367,cuda,forex,-0.0002519640794579559,0.5,1.1241474197159549,1.5,,,,,,,,,,,H1
GBP_CAD,killed_negative_ev,0,H1,-0.0002656886730745502,150,6085,cuda,forex,-0.0002656886730745502,0.5,0.9585484193831207,1.5,,,,,,,,,,,H1
GBP_CHF,killed_negative_ev,0,H1,-0.000281654681443065,150,6167,cuda,forex,-0.000281654681443065,0.5,1.2674615461222827,1.5,,,,,,,,,,,H1
GBP_JPY,killed_negative_ev,0,H1,-0.00017699685576199272,150,6313,cuda,forex,-0.00017699685576199272,0.5,0.9527086034880081,1.5,,,,,,,,,,,H1
GBP_NZD,killed_negative_ev,0,H1,-0.00024793588917306153,150,6482,cuda,forex,-0.00024793588917306153,0.5,1.023438977451746,1.5,,,,,,,,,,,H1
GBP_USD,killed_negative_ev,0,H1,-0.00018922339444394084,150,6230,cuda,forex,-0.00018922339444394084,0.5,0.5334044539273007,1.5,,,,,,,,,,,H1
GER40.cash,ok,0,H1,0.0001887779140496771,600,6018,cuda,index,0.0001887779140496771,0.0,0.6510143715328602,1.5,765,2,0.03043946390866702,0.6100459351811413,0.6894288262124891,0.01129311457721236,1.0530243891012312,2.1349787793298005,0.1816218551983665,0.6510299963652985,H1
GOOG,insufficient_rows,,,,,1834,,equity,,,,,,,,,,,,,,,H1
GRTUSD,killed_negative_ev,0,H1,-0.0004577081800608159,150,3517,cuda,crypto,-0.0004577081800608159,6.5,4.847701381594136,8.0,,,,,,,,,,,H1
HEATOIL.c,killed_negative_ev,0,H1,-0.04072625029237029,150,3249,cuda,commodity,-0.04072625029237029,0.13999999999999999,410.4403267583174,3.0,,,,,,,,,,,H1
HK50.cash,ok,0,H1,0.000863943967298977,600,4908,cuda,index,0.000863943967298977,0.0,2.636512772439653,1.5,1682,2,0.014170762840529792,0.42703761552138186,0.8690951346266789,0.060038844792442744,0.005722600684618868,1.4392173539792357,0.2192355640724981,0.5686828601821606,H1
IBE,insufficient_rows,,,,,2441,,equity,,,,,,,,,,,,,,,H1
ICPUSD,ok,0,H1,0.0008473790605362378,600,3430,cuda,crypto,0.0008473790605362378,6.5,5.96006754743243,8.0,135,9,1.4333707091743884,0.6054507879214377,0.37992963527212875,23.553430265076283,46.0597967562153,2.147012849591649,0.01652730686170125,0.9965011274224469,H1
IMXUSD,killed_negative_ev,0,H1,-0.00032250007910277916,150,3460,cuda,crypto,-0.00032250007910277916,6.5,6.926646810278381,8.0,,,,,,,,,,,H1
JP225.cash,ok,0,H1,0.0006747398547223023,600,6107,cuda,index,0.0006747398547223023,0.0,1.312811763171032,1.5,1175,5,0.1755484260861346,0.4747309475835935,0.4169669980675337,0.000013241274841008678,0.00014162913132828833,0.35237442837713917,0.2078297857986863,0.9899549664194174,H1
LNKUSD,killed_negative_ev,0,H1,-0.00031340271654109345,150,3441,cuda,crypto,-0.00031340271654109345,6.5,1.9212911076243964,8.0,,,,,,,,,,,H1
LTCUSD,killed_negative_ev,0,H1,-0.003071053274012935,150,8608,cuda,crypto,-0.003071053274012935,6.5,27.939847152601153,8.0,,,,,,,,,,,H1
LVMH,insufficient_rows,,,,,2389,,equity,,,,,,,,,,,,,,,H1
MANUSD,killed_negative_ev,0,H1,-0.0015336086380063724,150,3450,cuda,crypto,-0.0015336086380063724,6.5,11.930801352156172,8.0,,,,,,,,,,,H1
META,insufficient_rows,,,,,1800,,equity,,,,,,,,,,,,,,,H1
MSFT,insufficient_rows,,,,,1811,,equity,,,,,,,,,,,,,,,H1
N25.cash,killed_negative_ev,0,H1,-0.001311788039562352,150,3569,cuda,index,-0.001311788039562352,0.0,14.378888894635708,1.5,,,,,,,,,,,H1
NATGAS.cash,killed_negative_ev,0,H1,-0.010094668731920931,150,4102,cuda,commodity,-0.010094668731920931,0.13999999999999999,110.62260672244986,3.0,,,,,,,,,,,H1
NEOUSD,killed_negative_ev,0,H1,-0.02411933078556994,150,8638,cuda,crypto,-0.02411933078556994,6.5,240.9638554216865,8.0,,,,,,,,,,,H1
NERUSD,killed_negative_ev,0,H1,-0.002688742455568116,150,3430,cuda,crypto,-0.002688742455568116,6.5,31.41126318151275,8.0,,,,,,,,,,,H1
NFLX,insufficient_rows,,,,,1778,,equity,,,,,,,,,,,,,,,H1
NVDA,insufficient_rows,,,,,1805,,equity,,,,,,,,,,,,,,,H1
NZDUSD,killed_negative_ev,0,H1,-0.001152920916014819,150,6537,cuda,forex,-0.001152920916014819,3.0,1.3918853086500278,5.0,,,,,,,,,,,H1
NZD_CAD,killed_negative_ev,0,H1,-0.0003103438386989953,150,6438,cuda,forex,-0.0003103438386989953,0.5,1.7756627661272617,1.5,,,,,,,,,,,H1
NZD_CHF,killed_negative_ev,0,H1,-0.00034862043331918994,150,6410,cuda,forex,-0.00034862043331918994,0.5,2.559508574354254,1.5,,,,,,,,,,,H1
NZD_JPY,killed_negative_ev,0,H1,-0.00019829009515435158,150,6556,cuda,forex,-0.00019829009515435158,0.5,1.5361657303366172,1.5,,,,,,,,,,,H1
NZD_USD,killed_negative_ev,0,H1,-0.00020292091601481924,150,6537,cuda,forex,-0.00020292091601481924,0.5,1.3918853086500278,1.5,,,,,,,,,,,H1
PFE,insufficient_rows,,,,,1817,,equity,,,,,,,,,,,,,,,H1
RACE,insufficient_rows,,,,,1828,,equity,,,,,,,,,,,,,,,H1
SANUSD,killed_negative_ev,0,H1,-0.0013162584661325456,150,3442,cuda,crypto,-0.0013162584661325456,6.5,11.10083256244096,8.0,,,,,,,,,,,H1
SOLUSD,killed_negative_ev,0,H1,-0.000534772137399254,150,3422,cuda,crypto,-0.000534772137399254,6.5,1.7426156661144916,8.0,,,,,,,,,,,H1
SOYBEAN.c,killed_negative_ev,0,H1,-0.002144832178517175,150,4986,cuda,commodity,-0.002144832178517175,0.0,18.773244574786244,4.0,,,,,,,,,,,H1
SPN35.cash,insufficient_rows,,,,,3157,,index,,,,,,,,,,,,,,,H1
SUGAR.c,insufficient_rows,,,,,1161,,commodity,,,,,,,,,,,,,,,H1
T,insufficient_rows,,,,,1846,,equity,,,,,,,,,,,,,,,H1
TSLA,insufficient_rows,,,,,1774,,equity,,,,,,,,,,,,,,,H1
UK100.cash,killed_negative_ev,0,H1,-0.00008562303114684024,150,5826,cuda,index,-0.00008562303114684024,0.0,1.2533385058405841,1.5,,,,,,,,,,,H1
UKOIL.cash,killed_negative_ev,0,H1,-0.00002009427535988233,150,5582,cuda,commodity,-0.00002009427535988233,0.0,2.6754063273354323,3.0,,,,,,,,,,,H1
UNIUSD,ok,0,H1,0.00023212240908828953,600,3304,cuda,crypto,0.00023212240908828953,6.5,2.9615492193031243,8.0,1016,3,4.552331846033528,0.4013001688744227,0.32141702944926964,0.1247760627063459,0.37638009779936615,1.1298636998169747,0.2992753205425335,0.3710486561720602,H1
US100.cash,ok,0,H1,0.000469653495641581,600,5867,cuda,index,0.000469653495641581,0.0,0.617091902983242,1.5,1707,7,0.007408311832764751,0.6463182249643764,0.838235925210655,0.004657941340962511,0.0002448633365581019,2.32653216548431,0.08778966776167668,0.46201122533385425,H1
US2000.cash,killed_negative_ev,0,H1,-0.00004031001924739148,150,5836,cuda,index,-0.00004031001924739148,0.0,4.292572719571975,1.5,,,,,,,,,,,H1
US30.cash,ok,0,H1,0.00043554984595378844,600,5778,cuda,index,0.00043554984595378844,0.0,0.4632369971955916,1.5,562,9,0.01069743568135613,0.4205049364060555,0.6736028647105856,0.000013470647849311122,0.0014784188249732943,0.3713863910002029,0.25844228062971475,0.6886939459497443,H1
US500.cash,ok,0,H1,0.000017478624854428325,600,5914,cuda,index,0.000017478624854428325,0.0,1.046691147608667,1.5,592,3,0.059314350294857994,0.8147219946475373,0.5934229641120443,3.3802652678536487,0.065507688246688,0.36210459227846054,0.07484960119494087,0.8675784837072347,H1
USDCNH,insufficient_rows,,,,,2771,,forex,,,,,,,,,,,,,,,H1
USDZAR,killed_negative_ev,0,H1,-0.001529549501308694,150,6095,cuda,forex,-0.001529549501308694,3.0,5.542311514787658,5.0,,,,,,,,,,,H1
USD_CAD,killed_negative_ev,0,H1,-0.00022694277372485493,150,6306,cuda,forex,-0.00022694277372485493,0.5,0.44250724605577796,1.5,,,,,,,,,,,H1
USD_CHF,killed_negative_ev,0,H1,-0.00019776833274402411,150,6382,cuda,forex,-0.00019776833274402411,0.5,0.7569545196500347,1.5,,,,,,,,,,,H1
USD_CNH,insufficient_rows,,,,,2771,,forex,,,,,,,,,,,,,,,H1
USD_CZK,killed_negative_ev,0,H1,-0.0010277453397607146,150,6200,cuda,forex,-0.0010277453397607146,0.5,6.337305306378557,3.0,,,,,,,,,,,H1
USD_HKD,killed_negative_ev,0,H1,-0.0006787195414566157,150,5630,cuda,forex,-0.0006787195414566157,0.5,0.5248991009508555,3.0,,,,,,,,,,,H1
USD_HUF,killed_negative_ev,0,H1,-0.0008736548759371196,150,6069,cuda,forex,-0.0008736548759371196,0.5,5.306908725666221,3.0,,,,,,,,,,,H1
USD_ILS,killed_negative_ev,0,H1,-0.0009504912245148582,150,5790,cuda,forex,-0.0009504912245148582,0.5,6.289042516742918,3.0,,,,,,,,,,,H1
USD_JPY,killed_negative_ev,0,H1,-0.00012060933625926625,150,6506,cuda,forex,-0.00012060933625926625,0.5,0.464975705019745,1.5,,,,,,,,,,,H1
USD_MXN,killed_negative_ev,0,H1,-0.0006321380702768307,150,6227,cuda,forex,-0.0006321380702768307,0.5,2.5834465661268124,3.0,,,,,,,,,,,H1
USD_NOK,killed_negative_ev,0,H1,-0.0008111428535512109,150,6099,cuda,forex,-0.0008111428535512109,0.5,4.552249370418814,3.0,,,,,,,,,,,H1
USD_PLN,killed_negative_ev,0,H1,-0.0008649011840514568,150,6270,cuda,forex,-0.0008649011840514568,0.5,4.982873113502836,3.0,,,,,,,,,,,H1
USD_SEK,killed_negative_ev,0,H1,-0.0008673928494910293,150,6210,cuda,forex,-0.0008673928494910293,0.5,5.204350412098774,3.0,,,,,,,,,,,H1
USD_SGD,insufficient_rows,,,,,2806,,forex,,,,,,,,,,,,,,,H1
USD_ZAR,killed_negative_ev,0,H1,-0.0008795495013086944,150,6095,cuda,forex,-0.0008795495013086944,0.5,5.542311514787658,3.0,,,,,,,,,,,H1
USOIL.cash,killed_negative_ev,0,H1,-0.00008855928728712496,150,6073,cuda,commodity,-0.00008855928728712496,0.0,3.8984148542171044,3.0,,,,,,,,,,,H1
V,insufficient_rows,,,,,1769,,equity,,,,,,,,,,,,,,,H1
VECUSD,killed_negative_ev,0,H1,-0.001071337297174347,150,3417,cuda,crypto,-0.001071337297174347,6.5,8.81445570736124,8.0,,,,,,,,,,,H1
VOWG_p,insufficient_rows,,,,,2380,,equity,,,,,,,,,,,,,,,H1
WHEAT.c,killed_negative_ev,0,H1,-0.002080580770735408,150,4881,cuda,commodity,-0.002080580770735408,0.0,20.51097517092455,4.0,,,,,,,,,,,H1
WMT,insufficient_rows,,,,,1819,,equity,,,,,,,,,,,,,,,H1
XAG_AUD,killed_negative_ev,0,H1,-0.0000591017348738088,150,5932,cuda,commodity,-0.0000591017348738088,0.13999999999999999,4.121826865349976,2.0,,,,,,,,,,,H1
XAG_EUR,killed_negative_ev,0,H1,-0.0000766463364231378,150,5968,cuda,commodity,-0.0000766463364231378,0.13999999999999999,4.552049844945301,2.0,,,,,,,,,,,H1
XAG_USD,killed_negative_ev,0,H1,-0.00012991808009773053,150,5995,cuda,commodity,-0.00012991808009773053,0.13999999999999999,5.362183985995067,2.0,,,,,,,,,,,H1
XAU_AUD,ok,0,H1,2.0956891263243965e-6,600,6111,cuda,commodity,2.0956891263243965e-6,0.13999999999999999,0.9751875712335176,2.0,438,6,1.0973435299816237,0.7124601828823185,0.7070408329908948,0.00312614793984779,0.00021014817643617866,41.800726013835366,0.020321411034129076,0.7448449420446203,H1
XAU_EUR,killed_negative_ev,0,H1,-0.00005759904843245266,150,6127,cuda,commodity,-0.00005759904843245266,0.13999999999999999,1.5961437167796138,2.0,,,,,,,,,,,H1
XAU_USD,ok,0,H1,0.000013719813717882159,600,6160,cuda,commodity,0.000013719813717882159,0.13999999999999999,0.7966611047918627,2.0,1443,4,1.3352800144864292,0.7679409694883822,0.7182929712753685,0.04090393671825778,0.00019336829399320716,3.7994036616845266,0.12465982218275114,0.5784769373186811,H1
XCU_USD,insufficient_rows,,,,,3129,,commodity,,,,,,,,,,,,,,,H1
XLMUSD,killed_negative_ev,0,H1,-0.0008156270662894072,150,3378,cuda,crypto,-0.0008156270662894072,6.5,3.100294527979816,8.0,,,,,,,,,,,H1
XMRUSD,killed_negative_ev,0,H1,-0.010051995400868768,150,8021,cuda,crypto,-0.010051995400868768,6.5,97.69961808331063,8.0,,,,,,,,,,,H1
XPD_USD,killed_negative_ev,0,H1,-0.003803571678792888,150,6039,cuda,commodity,-0.003803571678792888,0.13999999999999999,46.62875319292502,2.0,,,,,,,,,,,H1
XPT_USD,killed_negative_ev,0,H1,-0.001947539330375809,150,6092,cuda,commodity,-0.001947539330375809,0.13999999999999999,25.863201643074046,2.0,,,,,,,,,,,H1
XRPUSD,killed_negative_ev,0,H1,-0.0042763730045998535,150,8249,cuda,crypto,-0.0042763730045998535,6.5,40.947645510383644,8.0,,,,,,,,,,,H1
XTZUSD,killed_negative_ev,0,H1,-0.005380508096455026,150,3367,cuda,crypto,-0.005380508096455026,6.5,48.979591836734734,8.0,,,,,,,,,,,H1
ZM,insufficient_rows,,,,,1860,,equity,,,,,,,,,,,,,,,H1
